,calories,protein,fat,sodium,rating
15318,456.0,11.0,22.0,513.0,4.375
15319,1135.0,68.0,52.0,370.0,4.375
15320,205.0,9.0,18.0,251.0,3.75
15321,458.0,31.0,36.0,267.0,4.375
15323,168.0,1.0,15.0,17.0,3.75
15324,1107.0,48.0,58.0,340.0,4.375
15325,540.0,26.0,44.0,1210.0,3.75
15326,494.0,55.0,24.0,129.0,4.375
15327,322.0,4.0,33.0,80.0,3.125
15328,438.0,4.0,25.0,154.0,3.75
15330,1401.0,133.0,83.0,1317.0,5.0
15331,1220.0,88.0,87.0,3614.0,3.75
15332,364.0,8.0,29.0,31.0,3.75
15333,136.0,1.0,4.0,55.0,5.0
15335,146.0,18.0,2.0,692.0,3.75
15336,398.0,1.0,42.0,293.0,5.0
15337,520.0,30.0,38.0,149.0,3.75
15338,230.0,3.0,16.0,100.0,4.375
15340,694.0,43.0,25.0,1737.0,3.75
15343,172.0,3.0,8.0,11.0,0.0
15344,277.0,4.0,7.0,44.0,4.375
15345,121.0,7.0,8.0,751.0,4.375
15346,120.0,3.0,5.0,184.0,5.0
15347,426.0,4.0,30.0,191.0,4.375
15348,464.0,12.0,44.0,185.0,4.375
15349,989.0,16.0,44.0,360.0,3.125
15351,152.0,1.0,1.0,75.0,0.0
15352,372.0,9.0,20.0,280.0,4.375
15353,248.0,1.0,1.0,5.0,4.375
15354,304.0,8.0,11.0,174.0,3.75
15356,200.0,3.0,14.0,61.0,2.5
15357,458.0,43.0,18.0,1278.0,5.0
15358,383.0,13.0,27.0,467.0,3.75
15359,239.0,13.0,6.0,91.0,0.0
15363,169.0,1.0,17.0,17.0,3.75
15364,1254.0,43.0,47.0,1635.0,3.75
15365,147.0,2.0,9.0,63.0,3.75
15367,186.0,7.0,8.0,17.0,4.375
15368,254.0,6.0,13.0,486.0,3.125
15369,207.0,3.0,17.0,448.0,3.75
15371,582.0,45.0,41.0,1647.0,5.0
15372,713.0,125.0,16.0,5166.0,4.375
15373,196.0,3.0,12.0,76.0,5.0
15374,576.0,5.0,25.0,164.0,4.375
15375,671.0,29.0,37.0,726.0,4.375
15376,505.0,5.0,16.0,198.0,3.75
15377,1312.0,89.0,76.0,2702.0,4.375
15379,372.0,44.0,11.0,798.0,3.125
15380,342.0,9.0,24.0,242.0,4.375
15382,138.0,0.0,0.0,4.0,0.0
15383,486.0,33.0,31.0,98.0,4.375
15387,248.0,18.0,18.0,402.0,5.0
15389,482.0,2.0,0.0,3.0,5.0
15391,124.0,3.0,4.0,32.0,5.0
15394,248.0,5.0,19.0,691.0,5.0
15395,129.0,3.0,0.0,296.0,4.375
15396,208.0,6.0,12.0,336.0,4.375
15397,251.0,0.0,0.0,13.0,4.375
15398,359.0,27.0,25.0,1114.0,4.375
15400,172.0,18.0,5.0,1315.0,3.75
15404,188.0,6.0,6.0,95.0,0.0
15405,111.0,5.0,2.0,15.0,3.125
15406,367.0,9.0,25.0,487.0,4.375
15409,718.0,29.0,52.0,578.0,4.375
15412,255.0,6.0,13.0,171.0,3.75
15414,620.0,32.0,30.0,1713.0,3.75
15417,1052.0,47.0,56.0,3434.0,3.75
15418,438.0,7.0,29.0,267.0,5.0
15421,1577.0,43.0,18.0,3340.0,4.375
15422,916.0,79.0,62.0,2652.0,5.0
15423,528.0,38.0,7.0,1188.0,2.5
15424,879.0,10.0,27.0,374.0,4.375
15426,416.0,23.0,15.0,13806.0,0.0
15427,206.0,1.0,1.0,2.0,0.0
15428,175.0,16.0,8.0,23273.0,1.875
15429,153.0,4.0,7.0,252.0,4.375
15430,517.0,31.0,30.0,156.0,3.75
15432,171.0,2.0,4.0,8.0,0.0
15433,284.0,7.0,2.0,10.0,4.375
15434,1620.0,116.0,115.0,441.0,4.375
15435,408.0,3.0,42.0,197.0,3.125
15436,309.0,19.0,23.0,1552.0,4.375
15437,663.0,19.0,57.0,793.0,4.375
15438,142.0,8.0,5.0,361.0,3.75
15439,880.0,55.0,71.0,525.0,4.375
15441,356.0,46.0,10.0,1129.0,4.375
15442,244.0,4.0,17.0,390.0,4.375
15444,357.0,7.0,29.0,334.0,4.375
15447,180.0,2.0,1.0,5.0,4.375
15448,472.0,8.0,21.0,238.0,4.375
15452,338.0,8.0,14.0,170.0,3.75
15453,151.0,0.0,0.0,7.0,0.0
15454,428.0,2.0,43.0,689.0,0.0
15455,1114.0,8.0,91.0,1114.0,5.0
15456,115.0,1.0,9.0,33.0,3.75
15458,395.0,1.0,28.0,88.0,5.0
15459,434.0,16.0,22.0,833.0,3.75
15461,483.0,7.0,28.0,172.0,5.0
15462,295.0,4.0,17.0,60.0,3.75
15463,502.0,10.0,39.0,1208.0,3.75
15464,355.0,6.0,22.0,215.0,2.5
15466,486.0,37.0,30.0,424.0,4.375
15467,181.0,0.0,0.0,163.0,3.125
15468,211.0,15.0,13.0,685.0,3.75
15469,200.0,3.0,11.0,65.0,4.375
15474,337.0,4.0,15.0,15.0,5.0
15475,583.0,7.0,42.0,148.0,4.375
15476,913.0,42.0,66.0,359.0,3.75
15477,483.0,6.0,38.0,96.0,3.75
15479,301.0,30.0,13.0,1582.0,4.375
15480,400.0,5.0,21.0,230.0,4.375
15481,756.0,11.0,39.0,246.0,4.375
15483,228.0,3.0,14.0,156.0,3.75
15484,193.0,9.0,8.0,472.0,3.75
15486,114.0,2.0,9.0,8.0,4.375
15487,428.0,57.0,17.0,188.0,3.75
15488,507.0,6.0,36.0,147.0,3.125
15490,749.0,39.0,49.0,1112.0,3.75
15491,269.0,12.0,19.0,539.0,4.375
15492,124.0,1.0,4.0,2.0,3.75
15493,1993.0,16.0,154.0,302.0,4.375
15494,204.0,8.0,14.0,185.0,4.375
15496,753.0,25.0,30.0,530.0,3.75
15497,601.0,17.0,27.0,1112.0,4.375
15498,343.0,12.0,22.0,453.0,4.375
15501,429.0,15.0,14.0,153.0,3.75
15502,422.0,35.0,30.0,684.0,3.75
15503,363.0,23.0,23.0,1650.0,4.375
15504,484.0,38.0,30.0,178.0,3.75
15506,253.0,2.0,9.0,139.0,4.375
15508,224.0,7.0,4.0,159.0,3.75
15509,279.0,3.0,1.0,18.0,5.0
15510,660.0,12.0,30.0,173.0,4.375
15511,254.0,4.0,13.0,83.0,4.375
15513,323.0,11.0,13.0,384.0,2.5
15514,215.0,1.0,22.0,142.0,0.0
15515,643.0,8.0,49.0,197.0,3.75
15516,485.0,40.0,34.0,582.0,3.75
15517,444.0,1.0,0.0,36.0,4.375
15519,133.0,2.0,8.0,9.0,4.375
15520,175.0,1.0,0.0,872.0,5.0
15521,852.0,10.0,65.0,148.0,5.0
15522,208.0,2.0,1.0,36.0,4.375
15524,998.0,43.0,50.0,2314.0,4.375
15525,467.0,50.0,26.0,4603.0,3.125
15528,274.0,8.0,13.0,875.0,3.75
15530,417.0,9.0,35.0,412.0,5.0
15531,300.0,4.0,14.0,216.0,5.0
15532,403.0,9.0,6.0,317.0,4.375
15533,579.0,38.0,35.0,600.0,1.25
15534,294.0,7.0,18.0,466.0,4.375
15535,250.0,4.0,13.0,87.0,0.0
15536,435.0,17.0,24.0,909.0,3.75
15537,261.0,26.0,12.0,276.0,3.125
15538,327.0,4.0,34.0,144.0,4.375
15540,326.0,5.0,19.0,258.0,3.75
15541,156.0,4.0,10.0,442.0,3.125
15543,130.0,4.0,9.0,32.0,3.75
15544,501.0,5.0,42.0,61.0,3.75
15546,1438.0,77.0,109.0,319.0,5.0
15549,479.0,11.0,19.0,157.0,4.375
15552,233.0,3.0,12.0,72.0,4.375
15553,216.0,16.0,14.0,515.0,4.375
15554,1405.0,17.0,96.0,597.0,4.375
15555,923.0,26.0,23.0,1666.0,4.375
15556,1530.0,97.0,77.0,755.0,3.75
15557,309.0,4.0,10.0,429.0,3.75
15558,334.0,5.0,16.0,164.0,5.0
15559,507.0,32.0,41.0,415.0,4.375
15560,445.0,24.0,20.0,432.0,3.125
15561,301.0,1.0,6.0,47.0,1.25
15563,501.0,6.0,33.0,269.0,5.0
15565,183.0,5.0,8.0,231.0,4.375
15566,687.0,8.0,35.0,354.0,3.75
15567,155.0,3.0,6.0,315.0,5.0
15568,466.0,44.0,19.0,961.0,4.375
15569,156.0,2.0,8.0,519.0,4.375
15570,159.0,2.0,9.0,122.0,5.0
15571,386.0,3.0,11.0,21.0,0.0
15572,851.0,51.0,36.0,1384.0,5.0
15573,172.0,3.0,7.0,68.0,4.375
15574,194.0,4.0,1.0,791.0,3.125
15575,451.0,16.0,20.0,863.0,3.75
15577,501.0,23.0,36.0,736.0,3.75
15578,160.0,4.0,9.0,534.0,3.75
15579,304.0,34.0,12.0,1809.0,4.375
15580,501.0,28.0,40.0,353.0,4.375
15581,315.0,4.0,20.0,62.0,3.75
15582,180.0,0.0,0.0,7.0,3.75
15584,703.0,47.0,49.0,996.0,4.375
15585,541.0,48.0,24.0,863.0,4.375
15586,443.0,3.0,47.0,398.0,4.375
15587,286.0,8.0,20.0,142.0,3.125
15588,590.0,28.0,29.0,575.0,4.375
15589,404.0,9.0,15.0,189.0,4.375
15590,400.0,26.0,22.0,690.0,4.375
15592,145.0,5.0,12.0,49.0,3.125
15593,152.0,3.0,3.0,56.0,0.0
15594,790.0,32.0,45.0,1287.0,4.375
15598,524.0,16.0,24.0,837.0,4.375
15601,566.0,45.0,15.0,270.0,4.375
15602,121.0,2.0,4.0,53.0,2.5
15605,311.0,10.0,18.0,1717.0,3.75
15606,784.0,34.0,30.0,757.0,2.5
15607,272.0,2.0,1.0,6.0,0.0
15608,261.0,2.0,17.0,9.0,5.0
15610,275.0,12.0,22.0,32.0,3.75
15611,318.0,18.0,24.0,719.0,3.75
15612,512.0,35.0,25.0,308.0,4.375
15613,295.0,49.0,11.0,179.0,4.375
15615,305.0,3.0,28.0,1069.0,3.75
15616,531.0,8.0,39.0,325.0,4.375
15617,131.0,0.0,0.0,2.0,0.0
15618,917.0,75.0,47.0,4856.0,5.0
15619,795.0,118.0,22.0,13447.0,5.0
15620,715.0,1.0,73.0,108.0,3.75
15621,255.0,2.0,0.0,2.0,4.375
15622,831.0,10.0,66.0,212.0,4.375
15623,636.0,18.0,24.0,147.0,3.75
15626,217.0,1.0,0.0,23.0,4.375
15627,543.0,16.0,26.0,946.0,5.0
15628,381.0,10.0,16.0,220.0,4.375
15629,1388.0,20.0,87.0,922.0,5.0
15630,165.0,0.0,0.0,4.0,0.0
15631,332.0,27.0,17.0,85.0,3.75
15633,732.0,20.0,23.0,30.0,3.75
15634,170.0,0.0,0.0,5.0,4.375
15635,1086.0,81.0,71.0,485.0,3.75
15636,268.0,1.0,0.0,12.0,4.375
15637,800.0,8.0,38.0,405.0,4.375
15639,597.0,8.0,29.0,591.0,3.75
15642,649.0,11.0,66.0,176.0,5.0
15643,193.0,5.0,12.0,159.0,4.375
15644,1126.0,55.0,88.0,160.0,3.75
15645,446.0,6.0,33.0,45.0,3.75
15647,273.0,3.0,8.0,79.0,4.375
15648,301.0,29.0,15.0,1300.0,3.125
15649,778.0,23.0,33.0,989.0,3.125
15653,386.0,35.0,9.0,1204.0,3.75
15654,109.0,15.0,3.0,518.0,4.375
15655,709.0,27.0,37.0,654.0,4.375
15656,570.0,42.0,39.0,449.0,5.0
15657,1115.0,43.0,102.0,173.0,4.375
15658,579.0,12.0,31.0,239.0,4.375
15659,511.0,38.0,36.0,758.0,3.125
15660,1245.0,16.0,87.0,479.0,3.75
15661,341.0,11.0,15.0,144.0,3.125
15663,1168.0,47.0,37.0,902.0,3.75
15666,175.0,2.0,11.0,13.0,3.75
15667,323.0,7.0,10.0,49.0,4.375
15668,298.0,3.0,30.0,444.0,4.375
15669,295.0,4.0,17.0,54.0,4.375
15670,242.0,2.0,15.0,6.0,0.0
15671,605.0,12.0,36.0,266.0,4.375
15673,344.0,35.0,19.0,718.0,4.375
15674,479.0,7.0,27.0,204.0,3.75
15675,121.0,2.0,8.0,162.0,4.375
15676,521.0,6.0,20.0,110.0,3.75
15677,937.0,73.0,48.0,1790.0,4.375
15681,191.0,6.0,10.0,373.0,4.375
15683,1180.0,58.0,89.0,886.0,4.375
15684,260.0,1.0,0.0,2.0,3.125
15685,179.0,0.0,0.0,2.0,0.0
15687,1108.0,119.0,29.0,5197.0,4.375
15688,592.0,21.0,20.0,748.0,3.125
15690,498.0,44.0,26.0,373.0,5.0
15691,484.0,21.0,9.0,501.0,3.125
15692,301.0,6.0,5.0,12.0,3.75
15693,271.0,1.0,1.0,118.0,4.375
15695,187.0,2.0,1.0,403.0,3.75
15696,646.0,44.0,30.0,1512.0,5.0
15698,253.0,1.0,0.0,3.0,4.375
15699,1720.0,66.0,159.0,953.0,4.375
15700,234.0,3.0,9.0,300.0,3.75
15701,776.0,8.0,71.0,71.0,5.0
15702,718.0,12.0,26.0,740.0,3.125
15703,187.0,4.0,1.0,24.0,3.75
15704,437.0,6.0,17.0,471.0,2.5
15705,173.0,9.0,5.0,204.0,3.75
15706,691.0,57.0,25.0,1316.0,5.0
15707,181.0,0.0,0.0,1.0,0.0
15708,160.0,9.0,11.0,337.0,3.75
15709,605.0,44.0,26.0,183.0,3.75
15711,190.0,0.0,0.0,4.0,0.0
15712,292.0,7.0,18.0,121.0,3.125
15713,286.0,6.0,12.0,154.0,3.125
15714,452.0,41.0,23.0,701.0,3.75
15715,829.0,31.0,50.0,2310.0,0.0
15717,425.0,22.0,16.0,651.0,3.75
15718,460.0,48.0,26.0,458.0,4.375
15719,1160.0,44.0,76.0,2711.0,3.125
15724,446.0,8.0,32.0,287.0,3.75
15726,408.0,28.0,32.0,717.0,4.375
15727,226.0,4.0,14.0,103.0,5.0
15728,345.0,27.0,16.0,276.0,3.75
15729,126.0,9.0,3.0,1075.0,3.75
15730,264.0,5.0,22.0,13.0,3.75
15731,787.0,29.0,47.0,679.0,3.75
15732,898.0,76.0,60.0,424.0,3.75
15733,1597.0,226.0,60.0,3684.0,0.0
15734,593.0,26.0,32.0,598.0,4.375
15735,487.0,6.0,25.0,299.0,5.0
15736,308.0,8.0,9.0,100.0,0.0
15737,204.0,4.0,9.0,133.0,4.375
15740,819.0,27.0,65.0,941.0,4.375
15742,421.0,33.0,5.0,205.0,4.375
15743,583.0,14.0,45.0,301.0,4.375
15744,246.0,12.0,19.0,818.0,4.375
15745,397.0,32.0,12.0,763.0,5.0
15747,677.0,8.0,61.0,298.0,3.75
15748,385.0,32.0,25.0,774.0,3.75
15751,167.0,5.0,4.0,191.0,0.0
15755,484.0,16.0,27.0,298.0,4.375
15756,277.0,8.0,16.0,433.0,4.375
15757,228.0,6.0,19.0,448.0,4.375
15761,281.0,7.0,15.0,139.0,5.0
15762,522.0,69.0,14.0,2955.0,5.0
15764,377.0,26.0,26.0,234.0,3.75
15765,548.0,4.0,47.0,66.0,5.0
15766,320.0,24.0,23.0,93.0,3.125
15768,138.0,3.0,0.0,45.0,0.0
15769,1910.0,15.0,192.0,1054.0,5.0
15772,636.0,56.0,20.0,1328.0,5.0
15774,285.0,50.0,9.0,861.0,4.375
15775,892.0,54.0,55.0,283.0,3.125
15776,308.0,10.0,11.0,179.0,4.375
15777,321.0,54.0,7.0,1627.0,4.375
15779,708.0,46.0,42.0,2736.0,4.375
15780,471.0,37.0,16.0,180.0,3.75
15781,589.0,50.0,34.0,172.0,4.375
15784,205.0,1.0,18.0,322.0,4.375
15786,553.0,10.0,28.0,237.0,4.375
15787,211.0,1.0,0.0,12.0,5.0
15788,117.0,0.0,10.0,2.0,3.75
15789,610.0,7.0,41.0,19.0,4.375
15790,311.0,8.0,16.0,311.0,4.375
15791,1427.0,70.0,85.0,1218.0,2.5
15792,545.0,13.0,26.0,70.0,3.75
15793,822.0,24.0,44.0,908.0,4.375
15794,425.0,0.0,45.0,382.0,3.75
15796,412.0,10.0,25.0,436.0,5.0
15799,111.0,1.0,0.0,4.0,0.0
15800,229.0,4.0,14.0,67.0,4.375
15801,542.0,8.0,39.0,711.0,3.125
15802,222.0,1.0,22.0,23.0,4.375
15803,247.0,32.0,12.0,40.0,4.375
15804,261.0,2.0,17.0,105.0,3.75
15806,983.0,100.0,19.0,2858.0,3.75
15807,824.0,14.0,50.0,1629.0,4.375
15808,615.0,45.0,22.0,989.0,4.375
15809,565.0,5.0,14.0,134.0,5.0
15810,534.0,6.0,38.0,139.0,4.375
15811,469.0,8.0,20.0,73.0,4.375
15812,279.0,4.0,25.0,26.0,5.0
15813,569.0,34.0,33.0,1411.0,3.75
15814,330.0,4.0,13.0,108.0,3.75
15815,148.0,3.0,10.0,105.0,3.75
15817,585.0,11.0,47.0,416.0,3.75
15819,776.0,36.0,27.0,1178.0,4.375
15821,326.0,21.0,19.0,643.0,4.375
15822,358.0,9.0,22.0,206.0,4.375
15824,1106.0,55.0,57.0,1232.0,4.375
15825,194.0,26.0,3.0,3833.0,3.75
15826,314.0,3.0,26.0,17.0,4.375
15827,660.0,44.0,51.0,34351.0,3.75
15828,186.0,1.0,0.0,2.0,5.0
15829,289.0,5.0,19.0,594.0,3.75
15830,125.0,5.0,1.0,625.0,5.0
15832,294.0,2.0,0.0,50.0,5.0
15833,327.0,11.0,13.0,264.0,3.125
15834,1165.0,50.0,63.0,496.0,4.375
15835,1276.0,68.0,77.0,621.0,3.75
15836,478.0,42.0,32.0,860.0,3.75
15837,202.0,5.0,15.0,116.0,3.75
15839,375.0,1.0,42.0,144.0,3.75
15840,222.0,1.0,0.0,11.0,0.0
15841,960.0,28.0,90.0,929.0,3.75
15842,219.0,7.0,14.0,637.0,0.0
15843,504.0,12.0,34.0,425.0,4.375
15844,687.0,37.0,44.0,1364.0,4.375
15845,851.0,67.0,41.0,1638.0,4.375
15846,129.0,4.0,6.0,78.0,3.75
15847,292.0,1.0,0.0,5.0,0.0
15851,1000.0,21.0,30.0,1015.0,3.75
15852,172.0,1.0,10.0,460.0,0.0
15853,245.0,3.0,19.0,518.0,4.375
15854,555.0,16.0,44.0,926.0,4.375
15855,259.0,2.0,28.0,29.0,5.0
15856,519.0,61.0,21.0,1002.0,0.0
15857,384.0,36.0,11.0,554.0,4.375
15858,491.0,5.0,19.0,118.0,4.375
15859,1154.0,11.0,74.0,234.0,4.375
15861,228.0,2.0,20.0,297.0,3.75
15862,183.0,4.0,11.0,218.0,2.5
15863,103.0,7.0,7.0,76.0,3.75
15865,166.0,4.0,6.0,202.0,4.375
15866,210.0,2.0,16.0,36.0,4.375
15868,157.0,6.0,10.0,229.0,4.375
15869,1707.0,43.0,28.0,2938.0,4.375
15870,422.0,8.0,23.0,100.0,3.125
15871,267.0,3.0,13.0,220.0,4.375
15872,245.0,2.0,21.0,339.0,4.375
15873,263.0,5.0,10.0,489.0,4.375
15875,417.0,4.0,24.0,110.0,5.0
15877,401.0,9.0,37.0,230.0,4.375
15878,248.0,15.0,3.0,678.0,4.375
15879,412.0,2.0,24.0,384.0,4.375
15882,211.0,10.0,16.0,276.0,3.75
15883,228.0,5.0,18.0,108.0,3.125
15884,182.0,3.0,18.0,22.0,4.375
15885,645.0,18.0,35.0,464.0,4.375
15886,815.0,48.0,39.0,646.0,3.75
15887,200.0,12.0,15.0,767.0,3.125
15888,937.0,14.0,76.0,709.0,0.0
15889,144.0,1.0,9.0,123.0,0.0
15890,470.0,34.0,31.0,689.0,4.375
15892,341.0,14.0,16.0,323.0,3.75
15894,107.0,2.0,0.0,913.0,4.375
15895,876.0,2.0,8.0,125.0,3.75
15897,231.0,33.0,7.0,995.0,5.0
15898,658.0,29.0,49.0,1573.0,4.375
15899,194.0,5.0,14.0,184.0,3.75
15900,772.0,62.0,31.0,1129.0,4.375
15905,481.0,14.0,26.0,779.0,5.0
15906,297.0,45.0,12.0,233.0,0.0
15912,924.0,70.0,68.0,482.0,4.375
15914,394.0,34.0,26.0,765.0,1.25
15919,1361.0,95.0,94.0,2878.0,4.375
15920,263.0,5.0,0.0,5.0,5.0
15921,220.0,1.0,18.0,1277.0,4.375
15924,109.0,3.0,1.0,20.0,0.0
15925,283.0,3.0,15.0,30.0,5.0
15926,886.0,52.0,54.0,777.0,3.75
15927,202.0,4.0,1.0,59.0,0.0
15929,214.0,0.0,0.0,12.0,5.0
15930,181.0,6.0,14.0,867.0,0.0
15933,388.0,3.0,17.0,15.0,5.0
15934,228.0,6.0,10.0,269.0,0.0
15936,276.0,3.0,17.0,188.0,4.375
15937,1077.0,86.0,75.0,1029.0,3.75
15938,627.0,56.0,27.0,1322.0,3.75
15941,335.0,5.0,19.0,14.0,4.375
15942,262.0,28.0,13.0,134.0,3.75
15943,1474.0,42.0,130.0,690.0,4.375
15944,411.0,19.0,30.0,663.0,3.75
15946,239.0,9.0,12.0,259.0,0.0
15947,150.0,0.0,0.0,1.0,0.0
15950,246.0,6.0,5.0,62.0,3.75
15951,833.0,11.0,29.0,644.0,4.375
15952,313.0,3.0,22.0,67.0,5.0
15953,232.0,9.0,18.0,165.0,3.75
15954,547.0,18.0,36.0,1042.0,3.75
15955,635.0,46.0,20.0,709.0,4.375
15956,426.0,31.0,28.0,827.0,5.0
15958,698.0,39.0,26.0,1090.0,5.0
15959,166.0,18.0,5.0,961.0,4.375
15960,429.0,15.0,22.0,182.0,4.375
15961,269.0,20.0,19.0,873.0,4.375
15962,265.0,1.0,2.0,4.0,3.75
15964,112.0,3.0,3.0,1167.0,3.75
15965,798.0,32.0,30.0,1303.0,4.375
15968,220.0,0.0,25.0,73.0,4.375
15969,450.0,21.0,25.0,968.0,3.75
15970,583.0,28.0,16.0,910.0,3.75
15971,1074.0,135.0,46.0,949.0,5.0
15973,407.0,1.0,10.0,34.0,5.0
15974,875.0,11.0,62.0,121.0,4.375
15975,213.0,4.0,3.0,446.0,2.5
15977,1367.0,102.0,102.0,549.0,3.125
15982,335.0,4.0,18.0,134.0,3.75
15983,246.0,3.0,17.0,202.0,4.375
15984,296.0,13.0,17.0,513.0,4.375
15985,150.0,5.0,2.0,483.0,3.75
15987,459.0,40.0,29.0,771.0,3.75
15988,228.0,9.0,7.0,927.0,4.375
15989,552.0,26.0,43.0,1127.0,4.375
15992,328.0,5.0,27.0,451.0,5.0
15993,391.0,8.0,34.0,270.0,3.75
16001,168.0,0.0,0.0,362.0,0.0
16005,132.0,5.0,7.0,21.0,3.75
16006,171.0,3.0,8.0,283.0,3.75
16009,413.0,8.0,35.0,4051.0,4.375
16012,442.0,5.0,15.0,15065.0,3.75
16013,229.0,14.0,13.0,770.0,5.0
16016,509.0,38.0,36.0,798.0,5.0
16017,328.0,18.0,20.0,1093.0,3.75
16019,495.0,12.0,29.0,58.0,3.125
16022,495.0,4.0,33.0,33.0,5.0
16023,649.0,64.0,42.0,184.0,4.375
16025,769.0,72.0,49.0,549.0,4.375
16026,366.0,19.0,24.0,729.0,4.375
16027,164.0,0.0,18.0,14.0,4.375
16028,313.0,19.0,24.0,468.0,3.125
16029,278.0,8.0,15.0,121.0,4.375
16030,190.0,1.0,9.0,20.0,4.375
16031,247.0,5.0,17.0,270.0,5.0
16033,398.0,3.0,16.0,108.0,3.75
16034,1162.0,68.0,94.0,193.0,4.375
16035,500.0,10.0,39.0,500.0,5.0
16036,227.0,20.0,12.0,1623.0,3.75
16037,342.0,6.0,30.0,267.0,4.375
16039,450.0,35.0,32.0,113.0,4.375
16040,170.0,3.0,4.0,1203.0,4.375
16041,418.0,14.0,24.0,468.0,3.75
16042,599.0,44.0,46.0,132.0,4.375
16043,561.0,1.0,0.0,32.0,4.375
16045,162.0,8.0,9.0,380.0,0.0
16047,384.0,33.0,22.0,1995.0,5.0
16049,254.0,3.0,15.0,132.0,5.0
16051,765.0,100.0,27.0,872.0,4.375
16053,319.0,13.0,15.0,807.0,4.375
16054,913.0,68.0,46.0,2045.0,4.375
16057,141.0,4.0,7.0,254.0,4.375
16058,103.0,2.0,8.0,98.0,4.375
16059,1001.0,52.0,55.0,734.0,2.5
16060,208.0,6.0,4.0,212.0,4.375
16061,944.0,14.0,30.0,353.0,3.75
16062,107.0,2.0,5.0,184.0,3.75
16063,614.0,30.0,38.0,1013.0,4.375
16064,550.0,38.0,26.0,859.0,3.75
16065,517.0,11.0,15.0,113.0,2.5
16067,204.0,7.0,18.0,328.0,3.125
16068,249.0,8.0,11.0,32.0,0.0
16070,684.0,6.0,14.0,112.0,4.375
16071,937.0,80.0,64.0,1729.0,0.0
16072,332.0,8.0,7.0,171.0,4.375
16073,658.0,31.0,45.0,1031.0,1.875
16074,115.0,4.0,3.0,178.0,3.125
16076,242.0,3.0,21.0,9.0,3.75
16077,507.0,6.0,36.0,147.0,3.125
16078,438.0,36.0,31.0,1857.0,3.75
16080,193.0,3.0,10.0,801.0,3.75
16081,486.0,26.0,20.0,845.0,4.375
16082,1487.0,62.0,114.0,3175.0,0.0
16083,276.0,12.0,14.0,457.0,2.5
16084,156.0,3.0,13.0,8.0,4.375
16085,435.0,22.0,14.0,257.0,4.375
16086,219.0,3.0,1.0,588.0,3.75
16087,440.0,6.0,19.0,13.0,4.375
16088,655.0,18.0,42.0,597.0,2.5
16090,371.0,12.0,32.0,419.0,5.0
16092,230.0,1.0,0.0,55.0,3.75
16093,475.0,36.0,34.0,211.0,4.375
16094,477.0,22.0,15.0,577.0,4.375
16095,355.0,11.0,25.0,677.0,4.375
16096,258.0,17.0,5.0,1916.0,3.75
16097,768.0,70.0,41.0,785.0,4.375
16098,126.0,1.0,11.0,682.0,4.375
16100,168.0,0.0,18.0,137.0,3.75
16101,427.0,15.0,23.0,135.0,4.375
16102,331.0,9.0,12.0,477.0,4.375
16105,1020.0,26.0,55.0,1475.0,3.75
16106,491.0,9.0,23.0,208.0,4.375
16108,564.0,30.0,47.0,576.0,4.375
16110,297.0,16.0,12.0,966.0,4.375
16111,563.0,54.0,27.0,1275.0,3.125
16112,462.0,30.0,35.0,702.0,4.375
16113,323.0,23.0,16.0,395.0,4.375
16114,282.0,4.0,24.0,34.0,4.375
16117,436.0,19.0,21.0,605.0,3.75
16119,471.0,7.0,24.0,342.0,4.375
16121,707.0,30.0,52.0,1063.0,5.0
16122,514.0,2.0,1.0,5.0,5.0
16123,118.0,2.0,5.0,42.0,3.75
16125,152.0,8.0,8.0,51.0,0.0
16126,309.0,0.0,33.0,274.0,4.375
16127,292.0,8.0,21.0,141.0,2.5
16128,715.0,77.0,10.0,2734.0,4.375
16129,755.0,24.0,55.0,3000.0,3.75
16130,102.0,0.0,0.0,1.0,4.375
16131,249.0,6.0,22.0,382.0,4.375
16132,413.0,31.0,29.0,1403.0,4.375
16134,107.0,2.0,3.0,22.0,1.25
16136,481.0,10.0,20.0,238.0,3.75
16137,776.0,51.0,50.0,674.0,5.0
16139,601.0,7.0,37.0,155.0,5.0
16140,728.0,7.0,30.0,876.0,4.375
16141,152.0,0.0,0.0,29.0,0.0
16143,194.0,3.0,17.0,258.0,4.375
16144,538.0,20.0,38.0,2112.0,4.375
16145,1618.0,88.0,88.0,660.0,4.375
16148,491.0,9.0,30.0,282.0,4.375
16150,543.0,25.0,34.0,526.0,4.375
16152,600.0,8.0,27.0,106.0,4.375
16155,155.0,0.0,0.0,3.0,0.0
16159,484.0,6.0,18.0,203.0,4.375
16160,369.0,14.0,18.0,2453.0,4.375
16162,342.0,28.0,21.0,4145.0,5.0
16165,744.0,39.0,35.0,990.0,3.75
16166,276.0,2.0,27.0,321.0,3.75
16167,270.0,24.0,15.0,1137.0,5.0
16168,881.0,54.0,45.0,1073.0,3.75
16171,539.0,23.0,23.0,519.0,4.375
16173,259.0,6.0,24.0,58.0,3.125
16174,192.0,0.0,0.0,5.0,0.0
16175,1195.0,31.0,40.0,44.0,3.75
16176,361.0,2.0,36.0,6.0,5.0
16177,960.0,69.0,72.0,1338.0,3.75
16179,767.0,9.0,43.0,304.0,4.375
16180,543.0,10.0,30.0,481.0,4.375
16182,214.0,2.0,9.0,19.0,4.375
